"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ANKZ4RPC","journalArticle","2018","Atkinson, Katie; Bench-Capon, Trevor","Taking account of the actions of others in value-based reasoning","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2017.09.002","https://www.sciencedirect.com/science/article/pii/S0004370217301078","Practical reasoning, reasoning about what actions should be chosen, is highly dependent both on the individual values of the agent concerned and on what others choose to do. Hitherto, computational models of value-based argumentation for practical reasoning have required assumptions to be made about the beliefs and preferences of other agents. Here we present a new method for taking the actions of others into account that does not require these assumptions: the only beliefs and preferences considered are those of the agent engaged in the reasoning. Our new formalism draws on utility-based approaches and expresses the reasoning in the form of arguments and objections, to enable full integration with value-based practical reasoning. We illustrate our approach by showing how value-based reasoning is modelled in two scenarios used in experimental economics, the Ultimatum Game and the Prisoner's Dilemma, and we present an evaluation of our approach in terms of these experiments. The evaluation demonstrates that our model is able to reproduce computationally the results of ethnographic experiments, serving as an encouraging validation exercise.","2018","2025-11-04 09:41:49","2025-11-04 09:41:49","","1-20","","","254","","","","","","","","","","","","","","","","","","","","","Argumentation schemes; Expected utility; Practical reasoning; Prisoner's Dilemma; Ultimatum Game; Value-based reasoning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLNLJISJ","journalArticle","2025","Kahalimoghadam, Masoud; Thompson, Russell G.; Rajabifard, Abbas","An intelligent multi-agent system for last-mile logistics","Transportation Research Part E: Logistics and Transportation Review","","1366-5545","https://doi.org/10.1016/j.tre.2025.104191","https://www.sciencedirect.com/science/article/pii/S1366554525002327","Operational efficiency in last-mile logistics (LML) is often hindered by fluctuating e-commerce demand, unforeseen disruptions, and diverse stakeholders with evolving objectives. This paper aims to evaluate the effectiveness of Physical Internet hubs (PI-hubs) in addressing LML challenges by developing an intelligent multi-agent system (iMAS) that focuses on stakeholders’ interactions. In the iMAS, carriers, shippers, and Physical Internet managers (PI-Managers) are considered learning agents. In this complex scenario, the distribution network (DN) structure is dynamic, transitioning from a single-tier system to a two-tier network when carriers and shippers utilize PI-hubs. Bayesian Q-learning optimizes action selection by balancing exploration and exploitation, while fair reward distribution aligns agent incentives, improving cooperation, stability, and performance in dynamic, multi-agent environments. Simulations involving varying combinations of learning agents are performed. Two delivery vehicle types are also included in the collaborative vehicle routing problem, forming the iMAS environment. The simulation results are compared with the base case where agents do not engage in learning. Findings suggest that when PI-managers engage in learning, there is an increase in the percentage of PI-hub usage and a decrease in total vehicle kilometers traveled (VKT), highlighting the effectiveness of PI-hubs in alleviating the adverse impacts of freight vehicle mobility within metropolitan areas. The impact of the initial PI-hub fee policy on DN efficiency, including PI-hub usage, VKT, carriers’ and shippers’ costs, and PI-Manager profit, is assessed through extensive sensitivity analysis. The iMAS acts as a decision support system enabling policymakers to evaluate various policies and actions, aiding the identification of optimal decisions within the LML framework.","2025","2025-11-04 09:41:49","2025-11-04 09:41:49","","104191","","","200","","","","","","","","","","","","","","","","","","","","","Bayesian reinforcement learning; Distribution network design; Last-mile delivery; Multi-agent system; Nash social welfare; Q-learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJGIQ5SQ","journalArticle","2025","Perera, Isuri; de Nijs, Frits; Garcia, Julián","Learning to cooperate against ensembles of diverse opponents","Neural Computing and Applications","","","10.1007/s00521-024-10511-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214668528&doi=10.1007%2Fs00521-024-10511-9&partnerID=40&md5=10fe010167eb8ddf09ffc6248af3f874","The emergence of cooperation in decentralized multi-agent systems is challenging; naive implementations of learning algorithms typically fail to converge or converge to equilibria without cooperation. Opponent modeling techniques, combined with reinforcement learning, have been successful in promoting cooperation, but face challenges when other agents are plentiful or anonymous. We envision environments in which agents face a sequence of interactions with different and heterogeneous agents. Inspired by models of evolutionary game theory, we introduce RL agents that forgo explicit modeling of others. Instead, they augment their reward signal by considering how to best respond to others assumed to be rational against their own strategy. This technique not only scales well in environments with many agents, but can also outperform opponent modeling techniques across a range of cooperation games. Agents that use the algorithm we propose can successfully maintain and establish cooperation when playing against an ensemble of diverse agents. This finding is robust across different kinds of games and can also be shown not to disadvantage agents in purely competitive interactions. While cooperation in pairwise settings is foundational, interactions across large groups of diverse agents are likely to be the norm in future applications where cooperation is an emergent property of agent design, rather than a design goal at the system level. The algorithm we propose here is a simple and scalable step in this direction. © 2025 Elsevier B.V., All rights reserved.","2025","2025-11-04 09:46:12","2025-11-04 09:58:56","","18835 - 18849","","23","37","","","","","","","","","","","","","","","","","Type: Article","","","","Adversarial machine learning; Best response; Cooperation; Decentralised; Decentralized systems; Evolutionary game theory; Federated learning; Game theory; Iterated prisoner’s dilemma; Learning algorithms; Learning systems; Modelling techniques; Multi agent systems; Multiagent systems (MASs); Opponent models; Population games; Reinforcement learning; Reinforcement learnings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUCUNB6E","journalArticle","2025","Li, Kai; Huang, Wenhan; Li, Chenchen; Deng, Xiaotie","Exploiting a No-Regret Opponent in Repeated Zero-Sum Games; 重复零和博弈中对无遗憾对手进行盘剥的研究","Journal of Shanghai Jiaotong University (Science)","","","10.1007/s12204-023-2610-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001082101&doi=10.1007%2Fs12204-023-2610-2&partnerID=40&md5=b91d9d28bdade788c8985552e1a51657","In repeated zero-sum games, instead of constantly playing an equilibrium strategy of the stage game, learning to exploit the opponent given historical interactions could typically obtain a higher utility. However, when playing against a fully adaptive opponent, one would have difficulty identifying the opponent’s adaptive dynamics and further exploiting its potential weakness. In this paper, we study the problem of optimizing against the adaptive opponent who uses no-regret learning. No-regret learning is a classic and widely-used branch of adaptive learning algorithms. We propose a general framework for online modeling no-regret opponents and exploiting their weakness. With this framework, one could approximate the opponent’s no-regret learning dynamics and then develop a response plan to obtain a significant profit based on the inferences of the opponent’s strategies. We employ two system identification architectures, including the recurrent neural network (RNN) and the nonlinear autoregressive exogenous model, and adopt an efficient greedy response plan within the framework. Theoretically, we prove the approximation capability of our RNN architecture at approximating specific no-regret dynamics. Empirically, we demonstrate that during interactions at a low level of non-stationarity, our architectures could approximate the dynamics with a low error, and the derived policies could exploit the no-regret opponent to obtain a decent utility. © 2025 Elsevier B.V., All rights reserved.","2025","2025-11-04 09:46:12","2025-11-04 09:58:49","","385 - 398","","2","30","","","","","","","","","","","","","","","","","Type: Article","","","","A; Dynamical systems; Dynamics; Learning algorithms; Learning systems; Network architecture; No-regret learning; Opponent exploitation; Opponent models; Recurrent neural network; Recurrent neural networks; Religious buildings; Repeated games; Response plans; System-identification; TP 18; Zero-sum game","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FPPN88CV","journalArticle","2023","Freire, Ismael T.; Arsiwalla, X. D.; Puigbò, Jordi Ysard; Verschure, P.","Modeling Theory of Mind in Dyadic Games Using Adaptive Feedback Control","Information (Switzerland)","","","10.3390/info14080441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168770847&doi=10.3390%2Finfo14080441&partnerID=40&md5=87cd85e9f9554ecd20d4f8b610b2302d","A major challenge in cognitive science and AI has been to understand how intelligent autonomous agents might acquire and predict the behavioral and mental states of other agents in the course of complex social interactions. How does such an agent model the goals, beliefs, and actions of other agents it interacts with? What are the computational principles to model a Theory of Mind (ToM)? Deep learning approaches to address these questions fall short of a better understanding of the problem. In part, this is due to the black-box nature of deep networks, wherein computational mechanisms of ToM are not readily revealed. Here, we consider alternative hypotheses seeking to model how the brain might realize a ToM. In particular, we propose embodied and situated agent models based on distributed adaptive control theory to predict the actions of other agents in five different game-theoretic tasks (Harmony Game, Hawk-Dove, Stag Hunt, Prisoner’s Dilemma, and Battle of the Exes). Our multi-layer control models implement top-down predictions from adaptive to reactive layers of control and bottom-up error feedback from reactive to adaptive layers. We test cooperative and competitive strategies among seven different agent models (cooperative, greedy, tit-for-tat, reinforcement-based, rational, predictive, and internal agents). We show that, compared to pure reinforcement-based strategies, probabilistic learning agents modeled on rational, predictive, and internal phenotypes perform better in game-theoretic metrics across tasks. The outlined autonomous multi-agent models might capture systems-level processes underlying a ToM and suggest architectural principles of ToM from a control-theoretic perspective. © 2023 Elsevier B.V., All rights reserved.","2023","2025-11-04 09:46:12","2025-11-04 09:59:04","","","","8","14","","","","","","","","","","","","","","","","","Type: Article","","","","Adaptive control systems; Adaptive feedback control; Agent modeling; Autonomous agents; Behavioral state; Cognitive architectures; Cognitive science; Cognitive systems; Computation theory; Control theory; Deep learning; Feedback; Forecasting; Game theory; Game-theoretic; Intelligent agents; Intelligent autonomous agents; Learning systems; Model theory; Multi agent systems; Reinforcement learning; Reinforcement learnings; Theory of minds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N358VPGE","journalArticle","2023","Hu, Yudong; Han, Congying; Li, Haoran; Guo, Tiande","Modeling opponent learning in multiagent repeated games","Applied Intelligence","","","10.1007/s10489-022-04249-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144725258&doi=10.1007%2Fs10489-022-04249-x&partnerID=40&md5=b14f22e5ee23ff8a5f6ea09addf8507c","Multiagent reinforcement learning (MARL) has been used extensively in the game environment. One of the main challenges in MARL is that the environment of the agent system is dynamic, and the other agents are also updating their strategies. Therefore, modeling the opponents’ learning process and adopting specific strategies to shape learning is an effective way to obtain better training results. Previous studies such as DRON, LOLA and SOS approximated the opponent’s learning process and gave effective applications. However, these studies modeled only transient changes in opponent strategies and lacked stability in the improvement of equilibrium efficiency. In this article, we design the MOL (modeling opponent learning) method based on the Stackelberg game. We use best response theory to approximate the opponents’ preferences for different actions and explore stable equilibrium with higher rewards. We find that MOL achieves better results in several games with classical structures (the Prisoner’s Dilemma, Stackelberg Leader game and Stag Hunt with 3 players), and in randomly generated bimatrix games. MOL performs well in competitive games played against different opponents and converges to stable points that score above the Nash equilibrium in repeated game environments. The results may provide a reference for the definition of equilibrium in multiagent reinforcement learning systems, and contribute to the design of learning objectives in MARL to avoid local disadvantageous equilibrium and improve general efficiency. © 2023 Elsevier B.V., All rights reserved.","2023","2025-11-04 09:46:12","2025-11-04 09:59:02","","17194 - 17210","","13","53","","","","","","","","","","","","","","","","","Type: Article","","/home/paqh/Zotero/storage/MEDYB3MV/Hu et al. - 2023 - Modeling opponent learning in multiagent repeated games.pdf","","Agent systems; Efficiency; Fertilizers; Game environment; Learning methods; Learning process; Learning systems; Multi agent; Multi agent systems; Multi-agent reinforcement learning; Opponent models; Reinforcement learning; Repeated games; Shape learning; Transient changes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YNZTK9UY","journalArticle","2023","Lu, Peng; Chen, Dianhan; Liu, Weiping","OBTAINING THE COMMON RISK MATRIX FROM TERRORISM ATTACKS SIMULATIONS","Journal of Nonlinear and Convex Analysis","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189699533&partnerID=40&md5=ba6bdbb0a1456a93fdf84adee1110710","Under common risks (mass shooting), the Prisoner’s dilemma domains individual behaviors and social outcomes. Given certain common knowledge, some civilians (heroes) may fight bravely against the shooters. Traditional field experiments cannot be used to estimate this knowledge, because participants know that “this is not real”. Thus, we use computational method to obtain common risk matrix. First, we use agent-based modeling to simulate real target case. Then, we obtain the optimal solution, with the highest matchiness. Based on optimal solution, we explore counterfactuals. Finally, we obtain this common risk matrix, with paired rewards of both civilians and shooters. In game theory, strategies of players and the payoff matrix is theoretically given. In this work, this common risk matrix can be obtained by agent-based simulations. © 2024 Elsevier B.V., All rights reserved.","2023","2025-11-04 09:46:12","2025-11-04 09:59:06","","1869 - 1888","","8","24","","","","","","","","","","","","","","","","","Type: Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S7C5WPJW","journalArticle","2020","Elhamer, Zineb; Suzuki, Reiji; Arita, Takaya","The effects of population size and information update rates on the emergent patterns of cooperative clusters in a large-scale social particle swarm model","Artificial Life and Robotics","","","10.1007/s10015-019-00558-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074536816&doi=10.1007%2Fs10015-019-00558-6&partnerID=40&md5=f9805479bd27a789b9c3c146d2816666","We study the impact of network size in the context of interactions within social network services (SNS) on cooperation among its users, as well as that of the speed of information update about other neighbors during interaction, using an enhanced version of a swarm model that uses prisoner’s dilemma as social interaction strategy and that models users’ interactions through kinematics. We focus on the speed of information update about social environments and study the relationships between the resulting patterns of cooperation in different information update rates. We observed the large variations among emerging many cooperative clusters in size, speed, and cooperation rate in the large population. Moreover, cooperation was more promoted when the information update rate was high, in contrast to low update rate where the population converged to a few large clusters with many wandering defectors. © 2020 Elsevier B.V., All rights reserved.","2020","2025-11-04 09:46:12","2025-11-04 09:59:16","","149 - 158","","1","25","","","","","","","","","","","","","","","","","Type: Article","","","","Information updates; Large population; Multi agent systems; Multi-Agent Model; Population sizes; Population statistics; Social environment; Social interactions; Social network service (SNS); Social network services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HKTGN2W","conferencePaper","2019","Wang, Weixun; Wang, Yixi; Hao, Jianye; Taylor, Matthew E.","Achieving cooperation through deep multiagent reinforcement learning in sequential prisoner’s dilemmas","ACM International Conference Proceeding Series","","","10.1145/3356464.3357712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075428156&doi=10.1145%2F3356464.3357712&partnerID=40&md5=f3900b979cd42f8d14b73dbb5ee134ba","The Iterated Prisoner’s Dilemma has guided research on social dilemmas for decades. However, it distinguishes between only two atomic actions: cooperate and defect. In real-world prisoner’s dilemmas, these choices are temporally extended and different strategies may correspond to sequences of actions, reflecting grades of cooperation. We introduce a Sequential Prisoner’s Dilemma (SPD) game to better capture the aforementioned characteristics. In this work, we propose a deep multiagent reinforcement-learning approach that investigates the evolution of mutual cooperation in SPD games. Our approach consists of two phases. The first phase is offline: it synthesizes policies with different cooperation degrees and then trains a cooperation degree detection network. The second phase is online: an agent adaptively selects its policy based on the detected degree of opponent cooperation. The effectiveness of our approach is demonstrated in two representative SPD 2D games: the Apple-Pear game and the Fruit Gathering game. Experimental results show that our strategy can avoid being exploited by exploitative opponents and achieve cooperation with cooperative opponents. © 2022 Elsevier B.V., All rights reserved.","2019","2025-11-04 09:46:12","2025-11-04 09:58:45","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Atomic actions; Cooperation degree; Deep learning; Detection networks; Fruits; Multi agent systems; Multi-agent reinforcement learning; Multiagent reinforcement learning approach; Mutual Cooperation; Opponent modeling; Reinforcement learning; Social dilemmas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNF3SBVQ","journalArticle","2018","Zuckerman, Inon; Cheng, Kan Leung; Nau, Dana S.","Modeling agent’s preferences by its designer’s social value orientation","Journal of Experimental and Theoretical Artificial Intelligence","","","10.1080/0952813X.2018.1430856","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041230161&doi=10.1080%2F0952813X.2018.1430856&partnerID=40&md5=6a7b9acb28517b65ce3b669b2c8a4b0a","Human social preferences have been shown to play an important role in many areas of decision-making. There is evidence from the social science literature that human preferences in interpersonal interactions depend partly on a measurable personality trait called, Social Value Orientation (SVO). Automated agents are often written by humans to serve as their delegates when interacting with other agents. Thus, one might expect an agent’s behaviour to be influenced by the SVO of its human designer. With that in mind, we present the following: first, we explore, discuss and provide a solution to the question of how SVO tests that were designed for humans can be used to evaluate agents’ social preferences. Second, we show that in our example domain there is a medium–high positive correlation between the social preferences of agents and their human designers. Third, we exemplify how the SVO information of the designer can be used to improve the performance of some other agents playing against those agents, and lastly, we develop and exemplify the behavioural signature SVO model which allows us to better predict performances when interactions are repeated and behaviour is adapted. © 2018 Elsevier B.V., All rights reserved.","2018","2025-11-04 09:46:12","2025-11-04 09:58:59","","257 - 277","","2","30","","","","","","","","","","","","","","","","","Type: Article","","","","Agent modelling; Artificial intelligence; Cognitive modelling; Decision making; Repeated games; Social preference; Social value orientations; Software engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VD5UTS5Q","conferencePaper","2018","Foerster, Jakob Nicolaus; Chen, Richard Y.; Al-Shedivat, Maruan; Whiteson, Shimon A.; Abbeel, Pieter; Mordatch, Igor","Learning with opponent-learning awareness","Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055312121&partnerID=40&md5=c0ae874f64b2694b4e74077397821c7d","Multi-agent settings are quickly gathering importance in machine learning. This includes a plethora of recent work on deep multi- agent reinforcement learning, but also can be extended to hierarc hical reinforcement learning, generative adversarial networks and decentralised optimization. In all these settings the presence of mult iple learning agents renders the training problem non-stationary and often leads to unstable training or undesired final results. We present Learning with Opponent-Learning Awareness (LOLA), a method in which each agent shapes the anticipated learning of the other agents in the environment. The LOLA learning rule inc ludes an additional term that accounts for the impact of one agent's policy on the anticipated parameter update of the other agents. Prel iminary results show that the encounter of two LOLA agents leads to the emergence of tit-for-tat and therefore cooperation in the iterated prisoners' dilemma (IPD), while independent learning does not. In this domain, LOLA also receives higher payouts compared to a naive learner, and is robust against exploitation by higher order gradient-based methods. Applied to infinitely repeated matching pennies, LOLA agents converge to the Nash equilibrium. In a round robin tournament we show that LOLA agents can successfully shape the learning of a range of multi-agent learning algorithms from literature, resulting in the highest average returns on the IPD. We also show that the LOLA update rule can be efficiently calculated using an extension of the likelihood ratio policy gradient estimator, making the method suitable for model-free reinforcement learning. This method thus scales to large parameter and input spaces and nonlinear function approximators. We also apply LOLA to a grid world task with an embedded social dilemma using deep recurrent policies and opponent modelling. Again, by explicitly considering the learning of the other agent, LOLA agents learn to cooperate out of self-interest. © 2018 Elsevier B.V., All rights reserved.","2018","2025-11-04 09:46:13","2025-11-04 09:58:57","","122 - 130","","","1","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Adversarial networks; Autonomous agents; Deep learning; Game theory; Gradient-based method; Independent learning; Intelligent agents; Iterated prisoners' dilemma; Learning algorithms; Multi agent systems; Multi-agent learning; Multi-agent reinforcement learning; Multi-agent setting; Reinforcement learning; Round robin tournaments; Routers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJW87SG8","conferencePaper","2017","Hoegen, Rens; Stratou, Giota; Gratch, Jonathan","Incorporating emotion perception into opponent modeling for social dilemmas","Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046442195&partnerID=40&md5=d56b7d0c768a3bcce731d0c67bc1c503","Many everyday decisions involve a social dilemma: cooperation can enhance joint gains, but also make one vulnerable to exploitation. Emotion and emotional signaling is an important element of how people resolve these dilemmas. With the rise of affective computing, emotion is also an important element of how people resolve these dilemmas with machines. In this article, we learn a predictive model of how people make decisions in an iterative social dilemma. We further show that model accuracy improves by incorpo-rating a player's emotional displays as input to this model, and provide some insight into which emotions influence social decisions. Finally, we show how this model can be used to perform ""social planning"": i.e., to generate a sequence of actions and expressions that achieve social goals (such as maximizing individual rewards). These techniques can be used to enhance machine-understanding of human behavior, as social decision-AIDS, or to drive the actions of virtual and robotic agents. © 2018 Elsevier B.V., All rights reserved.","2017","2025-11-04 09:46:13","2025-11-04 09:58:53","","801 - 809","","","2","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Affective behaviors; Affective Computing; Autonomous agents; Behavioral research; Computation theory; Decision support systems; Game theory; Human computer interaction; Human interactions; Iterative methods; Machine understanding; Multi agent systems; Player modeling; Predictive modeling; Sequence of actions; Social dilemmas; Virtual reality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IA48ULUI","conferencePaper","2015","Omoregie, Kester O.; Chiemeke, Stella Chinye; Oduntan, Evelyn B.","Modeling state space search technique for a real world adversarial problem solving","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033569440&partnerID=40&md5=3847d222901cd6845454d38a0b8752b8","In problem solving, there is a search for the appropriate solution. A state space is a problem domain consisting of the start state, the goal state and the operations that will necessitate the various moves from the start state to the goal state. Each move operation takes one away from the start state and closer to the goal state. In this work we have attempted implementing this concept in adversarial problem solving, which is a more complex problem space. We noted that real world adversarial problems vary in their types and complexities, and therefore solving an adversarial problem would depend on the nature of the adversarial problem itself. Specifically, we examined a real world case, “the prisoner’s dilemma” which is a critical, mutually independent, decision making adversarial problem. We combined the idea of the Thagard’s Theory of Explanatory Coherence (TEC) with Bayes’ theorem of conditional probability to construct the model of an opponent that includes the opponent’s model of the agent. A further conversion of the model into a series of state space structures led us into the use of breadth-first search strategy to arrive at our decision goal. © 2017 Elsevier B.V., All rights reserved.","2015","2025-11-04 09:46:13","2025-11-04 09:59:03","","166 - 171","","","1","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Adversarial Problems; Breadth-first search; Conditional probabilities; Cybernetics; Decision making; Evaluation function; Heuristics; Mutually independents; Problem solving; State space search; State space structures","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IHAMSVU","conferencePaper","2015","Hernandez-Leal, Pablo; de Cote, Enrique Munoz; Sucar, Luis Enrique","Opponent modeling against non-stationary strategies (doctoral consortium)","Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944687686&partnerID=40&md5=f246422c396737a9d40c2235c7cda1df","Most state of the art learning algorithms do not fare well with agents (computer or humans) that change their behaviour in time. This is the case because they usually do not model the other agents' behaviour and instead make some assumptions that for real scenarios are too restrictive. Furthermore, considering that many applications demand different types of agents to work together this should be an important problem to solve. We contribute to the state of the art with opponent modeling algorithms. In particular we proposed 3 approaches for learning against non-stationary opponents in repeated games. Experimentally we tested our approaches on three domains including a real world scenario which consists of bidding in energy markets. © 2015 Elsevier B.V., All rights reserved.","2015","2025-11-04 09:46:13","2025-11-04 09:59:07","","1989 - 1990","","","3","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Algorithms; Autonomous agents; Energy markets; Learning; Learning algorithms; Markov Decision Processes; Markov processes; Multi agent systems; Nonstationary; Opponent modeling; Real-world scenario; Repeated games; State of the art","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3LE4LPA","journalArticle","2014","Hernandez-Leal, Pablo; de Cote, Enrique Munoz; Sucar, Luis Enrique","Exploration strategies to detect strategy switches","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944701134&partnerID=40&md5=fc320c2eac155795109719e539fa8d00","Opponent modelling refers to the problem of learning the opponent's strategy. However, for an agent to be successful in learning and interacting against many different types of opponents (e.g. deterministic, strategic or behavioural switching) it should excel at detecting switches consistently, explore the state space efficiently (sample complexity of exploration) and encourage revisiting far-visited state-action pairs (as opposed to single agent exploration). This work proposes a learning algorithm that uses two types of exploration to cope with such uncertainties i) sample complexity of exploration and ii) drift exploration, which is less common. Our contribution is R-max#, an algorithm for fast learning non-stationary opponent strategies in repeated games which efficiently revisits far-visited state-action pairs handling both types of exploration. Experiments in two domains show that R-max# in combination with a switch detection mechanism outperforms the state of the art algorithms against non-stationary opponents. © 2017 Elsevier B.V., All rights reserved.","2014","2025-11-04 09:46:13","2025-11-04 09:58:50","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Detection mechanism; Exploration strategies; Intelligent agents; Learning algorithms; Markov Decision Processes; Markov processes; Natural resources exploration; Nonstationary; R-MAX; Repeated games; Sample complexity; State-of-the-art algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAXEG2YH","journalArticle","2014","Hernandez-Leal, Pablo; de Cote, Enrique Munoz; Sucar, Luis Enrique","Using a priori information for fast learning against non-stationary opponents","Lecture Notes in Computer Science","","","10.1007/978-3-319-12027-0_43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921689491&doi=10.1007%2F978-3-319-12027-0_43&partnerID=40&md5=a2b5b1b9fa2e85c60b0ed2bf6529f85c","For an agent to be successful in interacting against many different and unknown types of opponents it should excel at learning fast a model of the opponent and adapt online to non-stationary (changing) strategies. Recent works have tackled this problem by continuously learning models of the opponent while checking for switches in the opponent strategy. However, these approaches fail to use a priori information which can be useful for a faster detection of the opponent model. Moreover, if an opponent uses only a finite set of strategies, then maintaining a list of those strategies would also provide benefits for future interactions, in case of opponents who return to previous strategies (such as periodic opponents). Our contribution is twofold, first, we propose an algorithm that can use a priori information, in the form of a set of models, in order to promote a faster detection of the opponent model. The second is an algorithm that while learning new models keeps a record of them in case the opponent reuses one of those. Our approach outperforms the state of the art algorithms in the field (in terms of model quality and cumulative rewards) in the domain of the iterated prisoner’s dilemma against a non-stationary opponent that switches among different strategies. © 2015 Elsevier B.V., All rights reserved.","2014","2025-11-04 09:46:13","2025-11-04 09:59:18","","536 - 547","","","8864","","","","","","","","","","","","","","","","","Type: Article","","","","Fast learning; Finite set; Information use; Learning models; Model checking; Model qualities; Nonstationary; Opponent modeling; Priori information; State-of-the-art algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXWUSWGC","journalArticle","2014","Hernandez-Leal, Pablo; de Cote, Enrique Munoz; Sucar, Luis Enrique","A framework for learning and planning against switching strategies in repeated games","Connection Science","","","10.1080/09540091.2014.885294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899947927&doi=10.1080%2F09540091.2014.885294&partnerID=40&md5=e325b415d31ab81376f8ed88d702ace4","Intelligent agents, human or artificial, often change their behaviour as they interact with other agents. For an agent to optimise its performance when interacting with such agents, it must be capable of detecting and adapting according to such changes. This work presents an approach on how to effectively deal with non-stationary switching opponents in a repeated game context. Our main contribution is a framework for online learning and planning against opponents that switch strategies. We present how two opponent modelling techniques work within the framework and prove the usefulness of the approach experimentally in the iterated prisoner's dilemma, when the opponent is modelled as an agent that switches between different strategies (e.g. TFT, Pavlov and Bully). The results of both models were compared against each other and against a state-of-the-art non-stationary reinforcement learning technique. Results reflect that our approach obtains competitive results without needing an offline training phase, as opposed to the state-of-the-art techniques. © 2014 Taylor & Francis. © 2014 Elsevier B.V., All rights reserved.","2014","2025-11-04 09:46:13","2025-11-04 09:58:42","","103 - 122","","2","26","","","","","","","","","","","","","","","","","Type: Article","","","","Intelligent agents; Iterated prisoner's dilemma; learning; Modelling techniques; Non-stationary environment; Planning; Reinforcement learning; Reinforcement learning techniques; Repeated games; State-of-the-art techniques; Switching strategies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
